DeltaT_C,RH,surface,theta_deg,tau_min,t_s,tau,C,A
10,0.90,Superhydrophobic,150,0.28,405,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,410,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,415,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,420,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,425,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,430,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,435,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,440,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,445,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,450,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,455,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,460,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,465,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,470,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,475,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,480,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,485,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,490,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,495,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,500,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,505,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,510,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,515,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,520,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,525,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,530,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,535,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,540,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,545,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,550,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,555,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,560,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,565,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,570,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,575,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,580,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,585,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,590,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,595,1.000000,0.000000,1
10,0.90,Superhydrophobic,150,0.28,600,1.000000,0.000000,1
15,0.60,Untreated glass,20,0.09,0,1.000000,0.000000,1
15,0.60,Untreated glass,20,0.09,5,0.380384,0.096992,0
15,0.60,Untreated glass,20,0.09,10,0.339776,0.143993,0
15,0.60,Untreated glass,20,0.09,15,0.262808,0.195795,0
15,0.60,Untreated glass,20,0.09,20,0.222892,0.243654,0
15,0.60,Untreated glass,20,0.09,25,0.209545,0.281181,0
15,0.60,Untreated glass,20,0.09,30,0.196918,0.306996,0
15,0.60,Untreated glass,20,0.09,35,0.186149,0.323197,0
15,0.60,Untreated glass,20,0.09,40,0.206271,0.332786,0
15,0.60,Untreated glass,20,0.09,45,0.199740,0.338266,0
15,0.60,Untreated glass,20,0.09,50,0.221491,0.341334,0
15,0.60,Untreated glass,20,0.09,55,0.217017,0.343033,0
15,0.60,Untreated glass,20,0.09,60,0.239939,0.343968,0
15,0.60,Untreated glass,20,0.09,65,0.236033,0.344481,0
15,0.60,Untreated glass,20,0.09,70,0.251309,0.344761,0
15,0.60,Untreated glass,20,0.09,75,0.261222,0.344914,0
15,0.60,Untreated glass,20,0.09,80,0.258568,0.344998,0
15,0.60,Untreated glass,20,0.09,85,0.276581,0.345044,0
15,0.60,Untreated glass,20,0.09,90,0.281255,0.345069,0
15,0.60,Untreated glass,20,0.09,95,0.279129,0.345083,0
15,0.60,Untreated glass,20,0.09,100,0.294294,0.345090,0
15,0.60,Untreated glass,20,0.09,105,0.302146,0.345094,0
15,0.60,Untreated glass,20,0.09,110,0.298031,0.345096,0
15,0.60,Untreated glass,20,0.09,115,0.306028,0.345097,0
15,0.60,Untreated glass,20,0.09,120,0.319487,0.345098,0
15,0.60,Untreated glass,20,0.09,125,0.319762,0.345098,0
15,0.60,Untreated glass,20,0.09,130,0.317621,0.345099,0
15,0.60,Untreated glass,20,0.09,135,0.327139,0.345099,0
15,0.60,Untreated glass,20,0.09,140,0.338163,0.345099,0
15,0.60,Untreated glass,20,0.09,145,0.338203,0.345099,0
15,0.60,Untreated glass,20,0.09,150,0.335668,0.345099,0
15,0.60,Untreated glass,20,0.09,155,0.342236,0.345099,0
15,0.60,Untreated glass,20,0.09,160,0.353169,0.345099,0
15,0.60,Untreated glass,20,0.09,165,0.356812,0.345099,0
15,0.60,Untreated glass,20,0.09,170,0.353797,0.345099,0
15,0.60,Untreated glass,20,0.09,175,0.354618,0.345099,0
15,0.60,Untreated glass,20,0.09,180,0.362987,0.345099,0
15,0.60,Untreated glass,20,0.09,185,0.442664,0.284117,0
15,0.60,Untreated glass,20,0.09,190,0.512723,0.233911,0
15,0.60,Untreated glass,20,0.09,195,0.574553,0.192577,1
15,0.60,Untreated glass,20,0.09,200,0.634264,0.158547,1
15,0.60,Untreated glass,20,0.09,205,0.692283,0.130530,1
15,0.60,Untreated glass,20,0.09,210,0.743695,0.107465,1
15,0.60,Untreated glass,20,0.09,215,0.785236,0.088475,1
15,0.60,Untreated glass,20,0.09,220,0.818629,0.072840,1
15,0.60,Untreated glass,20,0.09,225,0.847579,0.059969,1
15,0.60,Untreated glass,20,0.09,230,0.873888,0.049372,1
15,0.60,Untreated glass,20,0.09,235,0.896945,0.040647,1
15,0.60,Untreated glass,20,0.09,240,0.915702,0.033465,1
15,0.60,Untreated glass,20,0.09,245,0.930291,0.027551,1
15,0.60,Untreated glass,20,0.09,250,0.941923,0.022683,1
15,0.60,Untreated glass,20,0.09,255,0.951821,0.018674,1
15,0.60,Untreated glass,20,0.09,260,0.960516,0.015375,1
15,0.60,Untreated glass,20,0.09,265,0.967942,0.012658,1
15,0.60,Untreated glass,20,0.09,270,0.973945,0.010421,1
15,0.60,Untreated glass,20,0.09,275,0.978618,0.008580,1
15,0.60,Untreated glass,20,0.09,280,0.982296,0.007063,1
15,0.60,Untreated glass,20,0.09,285,0.985335,0.005815,1
15,0.60,Untreated glass,20,0.09,290,0.987949,0.004788,1
15,0.60,Untreated glass,20,0.09,295,0.990193,0.003942,1
15,0.60,Untreated glass,20,0.09,300,0.992050,0.003245,1
15,0.60,Untreated glass,20,0.09,305,0.993526,0.002672,1
15,0.60,Untreated glass,20,0.09,310,0.994680,0.002200,1
15,0.60,Untreated glass,20,0.09,315,0.995599,0.001811,1
15,0.60,Untreated glass,20,0.09,320,0.996362,0.001491,1
15,0.60,Untreated glass,20,0.09,325,0.997013,0.001227,1
15,0.60,Untreated glass,20,0.09,330,0.997568,0.001011,1
15,0.60,Untreated glass,20,0.09,335,0.998026,0.000832,1
15,0.60,Untreated glass,20,0.09,340,0.998394,0.000685,1
15,0.60,Untreated glass,20,0.09,345,0.998683,0.000564,1
15,0.60,Untreated glass,20,0.09,350,0.998913,0.000464,1
15,0.60,Untreated glass,20,0.09,355,0.999101,0.000382,1
15,0.60,Untreated glass,20,0.09,360,0.999259,0.000315,1
15,0.60,Untreated glass,20,0.09,365,0.999394,0.000259,1
15,0.60,Untreated glass,20,0.09,370,0.999507,0.000213,1
15,0.60,Untreated glass,20,0.09,375,0.999599,0.000176,1
15,0.60,Untreated glass,20,0.09,380,0.999673,0.000145,1
15,0.60,Untreated glass,20,0.09,385,0.999732,0.000119,1
15,0.60,Untreated glass,20,0.09,390,0.999778,0.000098,1
15,0.60,Untreated glass,20,0.09,395,0.999817,0.000081,1
15,0.60,Untreated glass,20,0.09,400,0.999849,0.000066,1
15,0.60,Untreated glass,20,0.09,405,0.999876,0.000055,1
15,0.60,Untreated glass,20,0.09,410,0.999899,0.000045,1
15,0.60,Untreated glass,20,0.09,415,0.999918,0.000037,1
15,0.60,Untreated glass,20,0.09,420,0.999933,0.000031,1
15,0.60,Untreated glass,20,0.09,425,0.999945,0.000025,1
15,0.60,Untreated glass,20,0.09,430,0.999955,0.000021,1
15,0.60,Untreated glass,20,0.09,435,0.999963,0.000017,1
15,0.60,Untreated glass,20,0.09,440,0.999969,0.000014,1
15,0.60,Untreated glass,20,0.09,445,0.999975,0.000012,1
15,0.60,Untreated glass,20,0.09,450,0.999979,0.000010,1
15,0.60,Untreated glass,20,0.09,455,0.999983,0.000008,1
15,0.60,Untreated glass,20,0.09,460,0.999986,0.000006,1
15,0.60,Untreated glass,20,0.09,465,0.999989,0.000005,1
15,0.60,Untreated glass,20,0.09,470,0.999991,0.000004,1
15,0.60,Untreated glass,20,0.09,475,0.999992,0.000004,1
15,0.60,Untreated glass,20,0.09,480,0.999994,0.000003,1
15,0.60,Untreated glass,20,0.09,485,0.999995,0.000002,1
15,0.60,Untreated glass,20,0.09,490,0.999996,0.000002,1
15,0.60,Untreated glass,20,0.09,495,0.999997,0.000002,1
15,0.60,Untreated glass,20,0.09,500,0.999997,0.000001,1
15,0.60,Untreated glass,20,0.09,505,0.999998,0.000001,1
15,0.60,Untreated glass,20,0.09,510,0.999998,0.000001,1
15,0.60,Untreated glass,20,0.09,515,0.999998,0.000001,1
15,0.60,Untreated glass,20,0.09,520,0.999999,0.000001,1
15,0.60,Untreated glass,20,0.09,525,0.999999,0.000001,1
15,0.60,Untreated glass,20,0.09,530,0.999999,0.000000,1
15,0.60,Untreated glass,20,0.09,535,0.999999,0.000000,1
15,0.60,Untreated glass,20,0.09,540,0.999999,0.000000,1
15,0.60,Untreated glass,20,0.09,545,1.000000,0.000000,1
15,0.60,Untreated glass,20,0.09,550,1.000000,0.000000,1
15,0.60,Untreated glass,20,0.09,555,1.000000,0.000000,1
15,0.60,Untreated glass,20,0.09,560,1.000000,0.000000,1
15,0.60,Untreated glass,20,0.09,565,1.000000,0.000000,1
15,0.60,Untreated glass,20,0.09,570,1.000000,0.000000,1
15,0.60,Untreated glass,20,0.09,575,1.000000,0.000000,1
15,0.60,Untreated glass,20,0.09,580,1.000000,0.000000,1
15,0.60,Untreated glass,20,0.09,585,1.000000,0.000000,1
15,0.60,Untreated glass,20,0.09,590,1.000000,0.000000,1
15,0.60,Untreated glass,20,0.09,595,1.000000,0.000000,1
15,0.60,Untreated glass,20,0.09,600,1.000000,0.000000,1
15,0.60,Hydrophilic coat,10,0.35,0,1.000000,0.000000,1
15,0.60,Hydrophilic coat,10,0.35,5,0.643690,0.099914,1
15,0.60,Hydrophilic coat,10,0.35,10,0.616104,0.147488,1
15,0.60,Hydrophilic coat,10,0.35,15,0.550229,0.199302,1
15,0.60,Hydrophilic coat,10,0.35,20,0.513294,0.246602,0
15,0.60,Hydrophilic coat,10,0.35,25,0.501976,0.283315,0
15,0.60,Hydrophilic coat,10,0.35,30,0.493777,0.308381,0
15,0.60,Hydrophilic coat,10,0.35,35,0.479789,0.324034,0
15,0.60,Hydrophilic coat,10,0.35,40,0.501515,0.333270,0
15,0.60,Hydrophilic coat,10,0.35,45,0.496416,0.338538,0
15,0.60,Hydrophilic coat,10,0.35,50,0.517398,0.341486,0
15,0.60,Hydrophilic coat,10,0.35,55,0.514199,0.343117,0
15,0.60,Hydrophilic coat,10,0.35,60,0.536696,0.344014,1
15,0.60,Hydrophilic coat,10,0.35,65,0.532175,0.344506,1
15,0.60,Hydrophilic coat,10,0.35,70,0.548574,0.344775,1
15,0.60,Hydrophilic coat,10,0.35,75,0.555936,0.344922,1
15,0.60,Hydrophilic coat,10,0.35,80,0.554522,0.345002,1
15,0.60,Hydrophilic coat,10,0.35,85,0.571441,0.345046,1
15,0.60,Hydrophilic coat,10,0.35,90,0.574211,0.345070,1
15,0.60,Hydrophilic coat,10,0.35,95,0.573189,0.345083,1
15,0.60,Hydrophilic coat,10,0.35,100,0.587066,0.345090,1
15,0.60,Hydrophilic coat,10,0.35,105,0.592703,0.345094,1
15,0.60,Hydrophilic coat,10,0.35,110,0.589320,0.345096,1
15,0.60,Hydrophilic coat,10,0.35,115,0.597054,0.345098,1
15,0.60,Hydrophilic coat,10,0.35,120,0.607903,0.345098,1
15,0.60,Hydrophilic coat,10,0.35,125,0.607443,0.345099,1
15,0.60,Hydrophilic coat,10,0.35,130,0.606157,0.345099,1
15,0.60,Hydrophilic coat,10,0.35,135,0.614560,0.345099,1
15,0.60,Hydrophilic coat,10,0.35,140,0.623055,0.345099,1
15,0.60,Hydrophilic coat,10,0.35,145,0.622560,0.345099,1
15,0.60,Hydrophilic coat,10,0.35,150,0.620833,0.345099,1
15,0.60,Hydrophilic coat,10,0.35,155,0.626622,0.345099,1
15,0.60,Hydrophilic coat,10,0.35,160,0.635124,0.345099,1
15,0.60,Hydrophilic coat,10,0.35,165,0.637451,0.345099,1
15,0.60,Hydrophilic coat,10,0.35,170,0.635030,0.345099,1
15,0.60,Hydrophilic coat,10,0.35,175,0.636101,0.345099,1
15,0.60,Hydrophilic coat,10,0.35,180,0.642865,0.345099,1
15,0.60,Hydrophilic coat,10,0.35,185,0.700735,0.284117,1
15,0.60,Hydrophilic coat,10,0.35,190,0.746835,0.233911,1
15,0.60,Hydrophilic coat,10,0.35,195,0.784932,0.192577,1
15,0.60,Hydrophilic coat,10,0.35,200,0.819785,0.158547,1
15,0.60,Hydrophilic coat,10,0.35,205,0.851823,0.130530,1
15,0.60,Hydrophilic coat,10,0.35,210,0.878794,0.107465,1
15,0.60,Hydrophilic coat,10,0.35,215,0.899771,0.088475,1
15,0.60,Hydrophilic coat,10,0.35,220,0.916254,0.072840,1
15,0.60,Hydrophilic coat,10,0.35,225,0.930324,0.059969,1
15,0.60,Hydrophilic coat,10,0.35,230,0.942882,0.049372,1
15,0.60,Hydrophilic coat,10,0.35,235,0.953667,0.040647,1
15,0.60,Hydrophilic coat,10,0.35,240,0.962288,0.033465,1
15,0.60,Hydrophilic coat,10,0.35,245,0.968923,0.027551,1
15,0.60,Hydrophilic coat,10,0.35,250,0.974193,0.022683,1
15,0.60,Hydrophilic coat,10,0.35,255,0.978667,0.018674,1
15,0.60,Hydrophilic coat,10,0.35,260,0.982575,0.015375,1
15,0.60,Hydrophilic coat,10,0.35,265,0.985886,0.012658,1
15,0.60,Hydrophilic coat,10,0.35,270,0.988543,0.010421,1
15,0.60,Hydrophilic coat,10,0.35,275,0.990603,0.008580,1
15,0.60,Hydrophilic coat,10,0.35,280,0.992225,0.007063,1
15,0.60,Hydrophilic coat,10,0.35,285,0.993567,0.005815,1
15,0.60,Hydrophilic coat,10,0.35,290,0.994721,0.004788,1
15,0.60,Hydrophilic coat,10,0.35,295,0.995709,0.003942,1
15,0.60,Hydrophilic coat,10,0.35,300,0.996523,0.003245,1
15,0.60,Hydrophilic coat,10,0.35,305,0.997168,0.002672,1
15,0.60,Hydrophilic coat,10,0.35,310,0.997672,0.002200,1
15,0.60,Hydrophilic coat,10,0.35,315,0.998075,0.001811,1
15,0.60,Hydrophilic coat,10,0.35,320,0.998409,0.001491,1
15,0.60,Hydrophilic coat,10,0.35,325,0.998695,0.001227,1
15,0.60,Hydrophilic coat,10,0.35,330,0.998938,0.001011,1
15,0.60,Hydrophilic coat,10,0.35,335,0.999138,0.000832,1
15,0.60,Hydrophilic coat,10,0.35,340,0.999298,0.000685,1
15,0.60,Hydrophilic coat,10,0.35,345,0.999425,0.000564,1
15,0.60,Hydrophilic coat,10,0.35,350,0.999525,0.000464,1
15,0.60,Hydrophilic coat,10,0.35,355,0.999607,0.000382,1
15,0.60,Hydrophilic coat,10,0.35,360,0.999677,0.000315,1
15,0.60,Hydrophilic coat,10,0.35,365,0.999735,0.000259,1
15,0.60,Hydrophilic coat,10,0.35,370,0.999785,0.000213,1
15,0.60,Hydrophilic coat,10,0.35,375,0.999825,0.000176,1
15,0.60,Hydrophilic coat,10,0.35,380,0.999857,0.000145,1
15,0.60,Hydrophilic coat,10,0.35,385,0.999883,0.000119,1
15,0.60,Hydrophilic coat,10,0.35,390,0.999903,0.000098,1
15,0.60,Hydrophilic coat,10,0.35,395,0.999920,0.000081,1
15,0.60,Hydrophilic coat,10,0.35,400,0.999934,0.000066,1
15,0.60,Hydrophilic coat,10,0.35,405,0.999946,0.000055,1
15,0.60,Hydrophilic coat,10,0.35,410,0.999956,0.000045,1
15,0.60,Hydrophilic coat,10,0.35,415,0.999964,0.000037,1
15,0.60,Hydrophilic coat,10,0.35,420,0.999971,0.000031,1
15,0.60,Hydrophilic coat,10,0.35,425,0.999976,0.000025,1
15,0.60,Hydrophilic coat,10,0.35,430,0.999980,0.000021,1
15,0.60,Hydrophilic coat,10,0.35,435,0.999984,0.000017,1
15,0.60,Hydrophilic coat,10,0.35,440,0.999987,0.000014,1
15,0.60,Hydrophilic coat,10,0.35,445,0.999989,0.000012,1
15,0.60,Hydrophilic coat,10,0.35,450,0.999991,0.000010,1
15,0.60,Hydrophilic coat,10,0.35,455,0.999993,0.000008,1
15,0.60,Hydrophilic coat,10,0.35,460,0.999994,0.000006,1
15,0.60,Hydrophilic coat,10,0.35,465,0.999995,0.000005,1
15,0.60,Hydrophilic coat,10,0.35,470,0.999996,0.000004,1
15,0.60,Hydrophilic coat,10,0.35,475,0.999997,0.000004,1
15,0.60,Hydrophilic coat,10,0.35,480,0.999997,0.000003,1
15,0.60,Hydrophilic coat,10,0.35,485,0.999998,0.000002,1
15,0.60,Hydrophilic coat,10,0.35,490,0.999998,0.000002,1
15,0.60,Hydrophilic coat,10,0.35,495,0.999998,0.000002,1
15,0.60,Hydrophilic coat,10,0.35,500,0.999999,0.000001,1
15,0.60,Hydrophilic coat,10,0.35,505,0.999999,0.000001,1
15,0.60,Hydrophilic coat,10,0.35,510,0.999999,0.000001,1
15,0.60,Hydrophilic coat,10,0.35,515,0.999999,0.000001,1
15,0.60,Hydrophilic coat,10,0.35,520,0.999999,0.000001,1
15,0.60,Hydrophilic coat,10,0.35,525,1.000000,0.000001,1
15,0.60,Hydrophilic coat,10,0.35,530,1.000000,0.000000,1
15,0.60,Hydrophilic coat,10,0.35,535,1.000000,0.000000,1
15,0.60,Hydrophilic coat,10,0.35,540,1.000000,0.000000,1
15,0.60,Hydrophilic coat,10,0.35,545,1.000000,0.000000,1
15,0.60,Hydrophilic coat,10,0.35,550,1.000000,0.000000,1
15,0.60,Hydrophilic coat,10,0.35,555,1.000000,0.000000,1
15,0.60,Hydrophilic coat,10,0.35,560,1.000000,0.000000,1
15,0.60,Hydrophilic coat,10,0.35,565,1.000000,0.000000,1
15,0.60,Hydrophilic coat,10,0.35,570,1.000000,0.000000,1
15,0.60,Hydrophilic coat,10,0.35,575,1.000000,0.000000,1
15,0.60,Hydrophilic coat,10,0.35,580,1.000000,0.000000,1
15,0.60,Hydrophilic coat,10,0.35,585,1.000000,0.000000,1
15,0.60,Hydrophilic coat,10,0.35,590,1.000000,0.000000,1
15,0.60,Hydrophilic coat,10,0.35,595,1.000000,0.000000,1
15,0.60,Hydrophilic coat,10,0.35,600,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,0,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,5,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,10,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,15,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,20,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,25,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,30,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,35,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,40,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,45,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,50,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,55,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,60,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,65,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,70,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,75,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,80,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,85,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,90,0.542200,0.089499,1
15,0.60,Hydrophobic coat,100,0.14,95,0.495220,0.134841,0
15,0.60,Hydrophobic coat,100,0.14,100,0.441144,0.186403,0
15,0.60,Hydrophobic coat,100,0.14,105,0.391748,0.235589,0
15,0.60,Hydrophobic coat,100,0.14,110,0.364719,0.275243,0
15,0.60,Hydrophobic coat,100,0.14,115,0.339029,0.303099,0
15,0.60,Hydrophobic coat,100,0.14,120,0.336081,0.320826,0
15,0.60,Hydrophobic coat,100,0.14,125,0.354649,0.331409,0
15,0.60,Hydrophobic coat,100,0.14,130,0.346133,0.337487,0
15,0.60,Hydrophobic coat,100,0.14,135,0.372375,0.340901,0
15,0.60,Hydrophobic coat,100,0.14,140,0.366400,0.342794,0
15,0.60,Hydrophobic coat,100,0.14,145,0.390158,0.343837,0
15,0.60,Hydrophobic coat,100,0.14,150,0.390030,0.344409,0
15,0.60,Hydrophobic coat,100,0.14,155,0.400584,0.344722,0
15,0.60,Hydrophobic coat,100,0.14,160,0.416430,0.344893,0
15,0.60,Hydrophobic coat,100,0.14,165,0.411747,0.344986,0
15,0.60,Hydrophobic coat,100,0.14,170,0.427977,0.345037,0
15,0.60,Hydrophobic coat,100,0.14,175,0.437201,0.345065,0
15,0.60,Hydrophobic coat,100,0.14,180,0.433184,0.345081,0
15,0.60,Hydrophobic coat,100,0.14,185,0.514598,0.284102,0
15,0.60,Hydrophobic coat,100,0.14,190,0.588446,0.233899,1
15,0.60,Hydrophobic coat,100,0.14,195,0.643219,0.192567,1
15,0.60,Hydrophobic coat,100,0.14,200,0.698922,0.158539,1
15,0.60,Hydrophobic coat,100,0.14,205,0.753136,0.130523,1
15,0.60,Hydrophobic coat,100,0.14,210,0.793229,0.107459,1
15,0.60,Hydrophobic coat,100,0.14,215,0.824935,0.088470,1
15,0.60,Hydrophobic coat,100,0.14,220,0.856226,0.072837,1
15,0.60,Hydrophobic coat,100,0.14,225,0.883709,0.059966,1
15,0.60,Hydrophobic coat,100,0.14,230,0.903728,0.049369,1
15,0.60,Hydrophobic coat,100,0.14,235,0.919356,0.040645,1
15,0.60,Hydrophobic coat,100,0.14,240,0.933949,0.033463,1
15,0.60,Hydrophobic coat,100,0.14,245,0.946880,0.027550,1
15,0.60,Hydrophobic coat,100,0.14,250,0.956687,0.022681,1
15,0.60,Hydrophobic coat,100,0.14,255,0.963960,0.018673,1
15,0.60,Hydrophobic coat,100,0.14,260,0.970191,0.015374,1
15,0.60,Hydrophobic coat,100,0.14,265,0.975871,0.012657,1
15,0.60,Hydrophobic coat,100,0.14,270,0.980586,0.010420,1
15,0.60,Hydrophobic coat,100,0.14,275,0.984118,0.008579,1
15,0.60,Hydrophobic coat,100,0.14,280,0.986814,0.007063,1
15,0.60,Hydrophobic coat,100,0.14,285,0.989122,0.005815,1
15,0.60,Hydrophobic coat,100,0.14,290,0.991182,0.004787,1
15,0.60,Hydrophobic coat,100,0.14,295,0.992900,0.003941,1
15,0.60,Hydrophobic coat,100,0.14,300,0.994218,0.003245,1
15,0.60,Hydrophobic coat,100,0.14,305,0.995219,0.002672,1
15,0.60,Hydrophobic coat,100,0.14,310,0.996041,0.002199,1
15,0.60,Hydrophobic coat,100,0.14,315,0.996763,0.001811,1
15,0.60,Hydrophobic coat,100,0.14,320,0.997385,0.001491,1
15,0.60,Hydrophobic coat,100,0.14,325,0.997886,0.001227,1
15,0.60,Hydrophobic coat,100,0.14,330,0.998269,0.001010,1
15,0.60,Hydrophobic coat,100,0.14,335,0.998568,0.000832,1
15,0.60,Hydrophobic coat,100,0.14,340,0.998816,0.000685,1
15,0.60,Hydrophobic coat,100,0.14,345,0.999032,0.000564,1
15,0.60,Hydrophobic coat,100,0.14,350,0.999216,0.000464,1
15,0.60,Hydrophobic coat,100,0.14,355,0.999366,0.000382,1
15,0.60,Hydrophobic coat,100,0.14,360,0.999482,0.000315,1
15,0.60,Hydrophobic coat,100,0.14,365,0.999572,0.000259,1
15,0.60,Hydrophobic coat,100,0.14,370,0.999646,0.000213,1
15,0.60,Hydrophobic coat,100,0.14,375,0.999709,0.000176,1
15,0.60,Hydrophobic coat,100,0.14,380,0.999763,0.000145,1
15,0.60,Hydrophobic coat,100,0.14,385,0.999808,0.000119,1
15,0.60,Hydrophobic coat,100,0.14,390,0.999844,0.000098,1
15,0.60,Hydrophobic coat,100,0.14,395,0.999872,0.000081,1
15,0.60,Hydrophobic coat,100,0.14,400,0.999894,0.000066,1
15,0.60,Hydrophobic coat,100,0.14,405,0.999913,0.000055,1
15,0.60,Hydrophobic coat,100,0.14,410,0.999928,0.000045,1
15,0.60,Hydrophobic coat,100,0.14,415,0.999941,0.000037,1
15,0.60,Hydrophobic coat,100,0.14,420,0.999952,0.000031,1
15,0.60,Hydrophobic coat,100,0.14,425,0.999961,0.000025,1
15,0.60,Hydrophobic coat,100,0.14,430,0.999968,0.000021,1
15,0.60,Hydrophobic coat,100,0.14,435,0.999974,0.000017,1
15,0.60,Hydrophobic coat,100,0.14,440,0.999978,0.000014,1
15,0.60,Hydrophobic coat,100,0.14,445,0.999982,0.000012,1
15,0.60,Hydrophobic coat,100,0.14,450,0.999985,0.000010,1
15,0.60,Hydrophobic coat,100,0.14,455,0.999988,0.000008,1
15,0.60,Hydrophobic coat,100,0.14,460,0.999990,0.000006,1
15,0.60,Hydrophobic coat,100,0.14,465,0.999992,0.000005,1
15,0.60,Hydrophobic coat,100,0.14,470,0.999994,0.000004,1
15,0.60,Hydrophobic coat,100,0.14,475,0.999995,0.000004,1
15,0.60,Hydrophobic coat,100,0.14,480,0.999996,0.000003,1
15,0.60,Hydrophobic coat,100,0.14,485,0.999996,0.000002,1
15,0.60,Hydrophobic coat,100,0.14,490,0.999997,0.000002,1
15,0.60,Hydrophobic coat,100,0.14,495,0.999998,0.000002,1
15,0.60,Hydrophobic coat,100,0.14,500,0.999998,0.000001,1
15,0.60,Hydrophobic coat,100,0.14,505,0.999998,0.000001,1
15,0.60,Hydrophobic coat,100,0.14,510,0.999999,0.000001,1
15,0.60,Hydrophobic coat,100,0.14,515,0.999999,0.000001,1
15,0.60,Hydrophobic coat,100,0.14,520,0.999999,0.000001,1
15,0.60,Hydrophobic coat,100,0.14,525,0.999999,0.000001,1
15,0.60,Hydrophobic coat,100,0.14,530,0.999999,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,535,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,540,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,545,1.000000,0.000000,1
15,0.60,Hydrophobic coat,100,0.14,550,1.000000,0.000000,1
